date,company,price
2025-02-07,BAJFINANCE,922.7
2025-02-07,JIOFIN,249.47
2025-02-07,JSWSTEEL,1058.2
2025-02-07,KOTAKBANK,432.9
2025-02-07,NIFTY 50,25442.85
2025-02-07,NIFTY BANK,56972.15
2025-02-07,ONGC,229.95
2025-02-07,TATAPOWER,406.0
2025-02-07,TATASTEEL,165.95
2025-02-07,TCS,4032.0
2025-02-07,TITAN,3707.0
2025-02-07,WIPRO,260.05
2025-02-09,BAJFINANCE,890.0
2025-02-09,JSWSTEEL,1043.6
2025-02-09,KOTAKBANK,389.0
2025-02-09,NIFTY 50,24575.0
2025-02-09,NIFTY BANK,53627.25
2025-02-09,ONGC,228.65
2025-02-09,TATAPOWER,386.0
2025-02-09,TATASTEEL,158.45
2025-02-09,TITAN,3612.2
2025-02-09,WIPRO,244.95
2025-02-10,ADANIGREEN,953.0
2025-02-10,AXISBANK,1011.9
2025-02-10,JIOFIN,243.2
2025-02-10,TCS,4034.0
2025-02-11,ADANIGREEN,943.9
2025-02-11,AXISBANK,1004.15
2025-02-11,JIOFIN,236.5
2025-02-11,TCS,3967.0
2025-02-12,ADANIGREEN,920.5
2025-02-12,AXISBANK,1006.9
2025-02-12,BAJFINANCE,1025.3
2025-02-12,JIOFIN,228.18
2025-02-12,JSWSTEEL,1159.9
2025-02-12,KOTAKBANK,428.7
2025-02-12,NIFTY 50,26057.0
2025-02-12,NIFTY BANK,59347.1
2025-02-12,ONGC,238.2
2025-02-12,TATAPOWER,389.0
2025-02-12,TATASTEEL,167.9
2025-02-12,TCS,3956.25
2025-02-12,TITAN,3886.5
2025-02-12,WIPRO,244.3
2025-02-13,ADANIGREEN,909.9
2025-02-13,AXISBANK,1008.5
2025-02-13,JIOFIN,227.9
2025-02-13,TCS,3920.0
2025-02-14,ADANIGREEN,882.0
2025-02-14,AXISBANK,996.0
2025-02-14,JIOFIN,222.25
2025-02-14,TCS,3928.0
2025-02-17,ADANIGREEN,896.0
2025-02-17,AXISBANK,995.0
2025-02-17,JIOFIN,223.86
2025-02-17,TCS,3908.0
2025-02-18,ADANIGREEN,896.0
2025-02-18,AXISBANK,994.9
2025-02-18,JIOFIN,220.4
2025-02-18,TCS,3873.0
2025-02-19,ADANIGREEN,867.0
2025-02-19,AXISBANK,1009.4
2025-02-19,JIOFIN,228.54
2025-02-19,TCS,3785.0
2025-02-20,ADANIGREEN,864.4
2025-02-20,AXISBANK,1019.0
2025-02-20,JIOFIN,235.39
2025-02-20,TCS,3788.0
2025-02-21,ADANIGREEN,845.0
2025-02-21,AXISBANK,1005.5
2025-02-21,JIOFIN,233.3
2025-02-21,TCS,3789.9
2025-02-24,ADANIGREEN,836.5
2025-02-24,AXISBANK,1010.4
2025-02-24,JIOFIN,228.55
2025-02-24,TCS,3671.0
2025-02-25,ADANIGREEN,841.05
2025-02-25,AXISBANK,1008.75
2025-02-25,JIOFIN,225.65
2025-02-25,TCS,3627.0
2025-02-27,ADANIGREEN,810.9
2025-02-27,AXISBANK,1017.45
2025-02-27,JIOFIN,221.77
2025-02-27,TCS,3608.05
2025-02-28,ADANIGREEN,764.0
2025-02-28,AXISBANK,1015.6
2025-02-28,JIOFIN,208.29
2025-02-28,TCS,3478.0
2025-03-01,BAJFINANCE,737.0
2025-03-01,JSWSTEEL,913.0
2025-03-01,KOTAKBANK,367.1
2025-03-01,NIFTY 50,23990.15
2025-03-01,NIFTY BANK,50974.25
2025-03-01,ONGC,246.65
2025-03-01,TATAPOWER,396.6
2025-03-01,TATASTEEL,135.18
2025-03-01,TITAN,3450.0
2025-03-01,WIPRO,282.15
2025-03-02,BAJFINANCE,841.0
2025-03-02,JSWSTEEL,932.55
2025-03-02,KOTAKBANK,377.2
2025-03-02,NIFTY 50,23359.7
2025-03-02,NIFTY BANK,49224.05
2025-03-02,ONGC,239.4
2025-03-02,TATAPOWER,355.15
2025-03-02,TATASTEEL,128.52
2025-03-02,TITAN,3574.35
2025-03-02,WIPRO,305.2
2025-03-03,ADANIGREEN,808.0
2025-03-03,AXISBANK,1006.0
2025-03-03,BAJFINANCE,865.0
2025-03-03,JIOFIN,201.3
2025-03-03,JSWSTEEL,976.15
2025-03-03,KOTAKBANK,383.0
2025-03-03,NIFTY 50,22143.15
2025-03-03,NIFTY BANK,48159.85
2025-03-03,ONGC,215.0
2025-03-03,TATAPOWER,343.75
2025-03-03,TATASTEEL,135.17
2025-03-03,TCS,3506.0
2025-03-03,TITAN,3082.55
2025-03-03,WIPRO,276.35
2025-03-04,ADANIGREEN,768.9
2025-03-04,AXISBANK,1003.0
2025-03-04,BAJFINANCE,857.0
2025-03-04,JIOFIN,206.25
2025-03-04,JSWSTEEL,1042.1
2025-03-04,KOTAKBANK,426.6
2025-03-04,NIFTY 50,23241.6
2025-03-04,NIFTY BANK,51581.55
2025-03-04,ONGC,232.3
2025-03-04,TATAPOWER,386.4
2025-03-04,TATASTEEL,150.34
2025-03-04,TCS,3533.0
2025-03-04,TITAN,3125.0
2025-03-04,WIPRO,250.2
2025-03-05,ADANIGREEN,849.95
2025-03-05,AXISBANK,1014.25
2025-03-05,JIOFIN,217.5
2025-03-05,TCS,3557.0
2025-03-06,ADANIGREEN,843.2
2025-03-06,AXISBANK,1034.0
2025-03-06,BAJFINANCE,897.5
2025-03-06,JIOFIN,219.39
2025-03-06,JSWSTEEL,974.0
2025-03-06,KOTAKBANK,408.2
2025-03-06,NIFTY 50,24538.4
2025-03-06,NIFTY BANK,55540.0
2025-03-06,ONGC,226.3
2025-03-06,TATAPOWER,391.0
2025-03-06,TATASTEEL,153.76
2025-03-06,TCS,3596.0
2025-03-06,TITAN,3521.0
2025-03-06,WIPRO,240.25
2025-03-07,ADANIGREEN,839.25
2025-03-07,AXISBANK,1038.5
2025-03-07,BAJFINANCE,912.5
2025-03-07,JIOFIN,221.85
2025-03-07,JSWSTEEL,1046.6
2025-03-07,KOTAKBANK,425.0
2025-03-07,NIFTY 50,25397.4
2025-03-07,NIFTY BANK,56772.75
2025-03-07,ONGC,232.65
2025-03-07,TATAPOWER,399.7
2025-03-07,TATASTEEL,165.55
2025-03-07,TCS,3602.15
2025-03-07,TITAN,3681.0
2025-03-07,WIPRO,260.15
2025-03-09,BAJFINANCE,896.8
2025-03-09,JSWSTEEL,1074.7
2025-03-09,KOTAKBANK,392.5
2025-03-09,NIFTY 50,24713.6
2025-03-09,NIFTY BANK,54071.75
2025-03-09,ONGC,228.1
2025-03-09,TATAPOWER,389.0
2025-03-09,TATASTEEL,167.83
2025-03-09,TITAN,3685.0
2025-03-09,WIPRO,243.25
2025-03-10,ADANIGREEN,825.0
2025-03-10,AXISBANK,1032.35
2025-03-10,BAJFINANCE,990.5
2025-03-10,JIOFIN,215.9
2025-03-10,JSWSTEEL,1160.8
2025-03-10,KOTAKBANK,421.6
2025-03-10,NIFTY 50,24895.0
2025-03-10,NIFTY BANK,55596.95
2025-03-10,ONGC,232.5
2025-03-10,TATAPOWER,395.0
2025-03-10,TATASTEEL,173.4
2025-03-10,TCS,3589.0
2025-03-10,TITAN,3450.0
2025-03-10,WIPRO,235.15
2025-03-11,ADANIGREEN,833.2
2025-03-11,AXISBANK,1026.0
2025-03-11,BAJFINANCE,1040.6
2025-03-11,JIOFIN,218.75
2025-03-11,JSWSTEEL,1192.8
2025-03-11,KOTAKBANK,422.1
2025-03-11,NIFTY 50,25774.3
2025-03-11,NIFTY BANK,58116.25
2025-03-11,ONGC,245.45
2025-03-11,TATAPOWER,408.75
2025-03-11,TATASTEEL,182.7
2025-03-11,TCS,3585.0
2025-03-11,TITAN,3731.4
2025-03-11,WIPRO,234.65
2025-03-12,ADANIGREEN,854.9
2025-03-12,AXISBANK,1010.9
2025-03-12,BAJFINANCE,1022.0
2025-03-12,JIOFIN,225.91
2025-03-12,JSWSTEEL,1144.0
2025-03-12,KOTAKBANK,430.0
2025-03-12,NIFTY 50,25985.1
2025-03-12,NIFTY BANK,59333.15
2025-03-12,ONGC,234.5
2025-03-12,TATAPOWER,384.05
2025-03-12,TATASTEEL,166.85
2025-03-12,TCS,3507.8
2025-03-12,TITAN,3820.0
2025-03-12,WIPRO,247.7
2025-03-13,ADANIGREEN,871.9
2025-03-13,AXISBANK,1010.3
2025-03-13,JIOFIN,223.1
2025-03-13,TCS,3509.05
2025-03-17,ADANIGREEN,896.35
2025-03-17,AXISBANK,1033.2
2025-03-17,JIOFIN,219.58
2025-03-17,TCS,3499.9
2025-03-18,ADANIGREEN,901.0
2025-03-18,AXISBANK,1045.0
2025-03-18,JIOFIN,225.25
2025-03-18,TCS,3545.65
2025-03-19,ADANIGREEN,909.0
2025-03-19,AXISBANK,1051.5
2025-03-19,JIOFIN,227.8
2025-03-19,TCS,3505.0
2025-03-20,ADANIGREEN,921.6
2025-03-20,AXISBANK,1052.0
2025-03-20,JIOFIN,232.0
2025-03-20,TCS,3556.5
2025-03-21,ADANIGREEN,956.75
2025-03-21,AXISBANK,1071.0
2025-03-21,JIOFIN,229.55
2025-03-21,TCS,3578.0
2025-03-24,ADANIGREEN,952.0
2025-03-24,AXISBANK,1099.0
2025-03-24,JIOFIN,232.86
2025-03-24,TCS,3633.0
2025-03-25,ADANIGREEN,918.0
2025-03-25,AXISBANK,1110.8
2025-03-25,JIOFIN,226.9
2025-03-25,TCS,3641.0
2025-03-26,ADANIGREEN,911.05
2025-03-26,AXISBANK,1094.0
2025-03-26,JIOFIN,222.5
2025-03-26,TCS,3630.55
2025-03-27,ADANIGREEN,957.4
2025-03-27,AXISBANK,1098.0
2025-03-27,JIOFIN,225.3
2025-03-27,TCS,3645.0
2025-03-28,ADANIGREEN,948.0
2025-03-28,AXISBANK,1101.0
2025-03-28,JIOFIN,227.0
2025-03-28,TCS,3604.0
2025-04-01,ADANIGREEN,923.0
2025-04-01,AXISBANK,1085.2
2025-04-01,JIOFIN,230.94
2025-04-01,TCS,3555.95
2025-04-02,ADANIGREEN,941.8
2025-04-02,AXISBANK,1086.2
2025-04-02,BAJFINANCE,844.0
2025-04-02,JIOFIN,229.91
2025-04-02,JSWSTEEL,941.5
2025-04-02,KOTAKBANK,386.3
2025-04-02,NIFTY 50,23707.7
2025-04-02,NIFTY BANK,50111.65
2025-04-02,ONGC,242.4
2025-04-02,TATAPOWER,361.85
2025-04-02,TATASTEEL,130.02
2025-04-02,TCS,3542.0
2025-04-02,TITAN,3588.0
2025-04-02,WIPRO,308.2
2025-04-03,ADANIGREEN,954.15
2025-04-03,AXISBANK,1089.4
2025-04-03,BAJFINANCE,858.0
2025-04-03,JIOFIN,230.65
2025-04-03,JSWSTEEL,976.5
2025-04-03,KOTAKBANK,382.2
2025-04-03,NIFTY 50,22080.3
2025-04-03,NIFTY BANK,48289.3
2025-04-03,ONGC,216.4
2025-04-03,TATAPOWER,346.0
2025-04-03,TATASTEEL,136.08
2025-04-03,TCS,3403.3
2025-04-03,TITAN,3048.95
2025-04-03,WIPRO,272.8
2025-04-04,ADANIGREEN,925.95
2025-04-04,AXISBANK,1090.1
2025-04-04,BAJFINANCE,873.0
2025-04-04,JIOFIN,222.54
2025-04-04,JSWSTEEL,1008.35
2025-04-04,KOTAKBANK,426.4
2025-04-04,NIFTY 50,22912.05
2025-04-04,NIFTY BANK,51515.25
2025-04-04,ONGC,215.65
2025-04-04,TATAPOWER,369.5
2025-04-04,TATASTEEL,137.48
2025-04-04,TCS,3300.0
2025-04-04,TITAN,3078.0
2025-04-04,WIPRO,240.75
2025-04-06,BAJFINANCE,899.5
2025-04-06,JSWSTEEL,969.3
2025-04-06,KOTAKBANK,410.0
2025-04-06,NIFTY 50,24612.0
2025-04-06,NIFTY BANK,55665.55
2025-04-06,ONGC,226.55
2025-04-06,TATAPOWER,393.9
2025-04-06,TATASTEEL,154.79
2025-04-06,TITAN,3498.7
2025-04-06,WIPRO,240.85
2025-04-07,ADANIGREEN,878.0
2025-04-07,AXISBANK,1051.8
2025-04-07,BAJFINANCE,926.75
2025-04-07,JIOFIN,214.9
2025-04-07,JSWSTEEL,1040.0
2025-04-07,KOTAKBANK,426.0
2025-04-07,NIFTY 50,25467.8
2025-04-07,NIFTY BANK,57044.8
2025-04-07,ONGC,233.85
2025-04-07,TATAPOWER,401.8
2025-04-07,TATASTEEL,163.05
2025-04-07,TCS,3284.0
2025-04-07,TITAN,3676.6
2025-04-07,WIPRO,262.9
2025-04-08,ADANIGREEN,877.0
2025-04-08,AXISBANK,1078.0
2025-04-08,BAJFINANCE,885.05
2025-04-08,JIOFIN,225.5
2025-04-08,JSWSTEEL,1057.2
2025-04-08,KOTAKBANK,399.2
2025-04-08,NIFTY 50,24726.9
2025-04-08,NIFTY BANK,55643.95
2025-04-08,ONGC,224.2
2025-04-08,TATAPOWER,386.95
2025-04-08,TATASTEEL,159.25
2025-04-08,TCS,3290.0
2025-04-08,TITAN,3350.3
2025-04-08,WIPRO,239.6
2025-04-09,ADANIGREEN,860.4
2025-04-09,AXISBANK,1063.4
2025-04-09,BAJFINANCE,933.05
2025-04-09,JIOFIN,221.1
2025-04-09,JSWSTEEL,1074.0
2025-04-09,KOTAKBANK,389.4
2025-04-09,NIFTY 50,24739.8
2025-04-09,NIFTY BANK,54101.1
2025-04-09,ONGC,225.05
2025-04-09,TATAPOWER,382.5
2025-04-09,TATASTEEL,166.7
2025-04-09,TCS,3239.0
2025-04-09,TITAN,3678.0
2025-04-09,WIPRO,239.25
2025-04-11,ADANIGREEN,894.5
2025-04-11,AXISBANK,1068.75
2025-04-11,BAJFINANCE,1055.0
2025-04-11,JIOFIN,230.7
2025-04-11,JSWSTEEL,1180.9
2025-04-11,KOTAKBANK,419.0
2025-04-11,NIFTY 50,25586.25
2025-04-11,NIFTY BANK,57778.95
2025-04-11,ONGC,241.45
2025-04-11,TATAPOWER,400.55
2025-04-11,TATASTEEL,179.35
2025-04-11,TCS,3238.0
2025-04-11,TITAN,3811.0
2025-04-11,WIPRO,232.3
2025-04-12,BAJFINANCE,1027.1
2025-04-12,JSWSTEEL,1149.8
2025-04-12,KOTAKBANK,426.8
2025-04-12,NIFTY 50,26017.1
2025-04-12,NIFTY BANK,59272.7
2025-04-12,ONGC,236.4
2025-04-12,TATAPOWER,383.8
2025-04-12,TATASTEEL,166.9
2025-04-12,TITAN,3794.0
2025-04-12,WIPRO,250.8
2025-04-15,ADANIGREEN,935.3
2025-04-15,AXISBANK,1115.5
2025-04-15,JIOFIN,239.2
2025-04-15,TCS,3255.0
2025-04-16,ADANIGREEN,945.5
2025-04-16,AXISBANK,1161.0
2025-04-16,JIOFIN,242.3
2025-04-16,TCS,3274.0
2025-04-17,ADANIGREEN,946.0
2025-04-17,AXISBANK,1191.0
2025-04-17,JIOFIN,246.2
2025-04-17,TCS,3297.4
2025-04-21,ADANIGREEN,955.05
2025-04-21,AXISBANK,1220.9
2025-04-21,JIOFIN,245.95
2025-04-21,TCS,3319.0
2025-04-22,ADANIGREEN,944.25
2025-04-22,AXISBANK,1215.2
2025-04-22,JIOFIN,250.57
2025-04-22,TCS,3312.6
2025-04-23,ADANIGREEN,951.0
2025-04-23,AXISBANK,1206.0
2025-04-23,JIOFIN,258.18
2025-04-23,TCS,3405.0
2025-04-24,ADANIGREEN,971.45
2025-04-24,AXISBANK,1208.5
2025-04-24,JIOFIN,258.95
2025-04-24,TCS,3406.0
2025-04-25,ADANIGREEN,914.55
2025-04-25,AXISBANK,1165.3
2025-04-25,JIOFIN,252.39
2025-04-25,TCS,3434.0
2025-04-28,ADANIGREEN,943.5
2025-04-28,AXISBANK,1191.3
2025-04-28,JIOFIN,258.0
2025-04-28,TCS,3441.0
2025-04-29,ADANIGREEN,921.0
2025-04-29,AXISBANK,1186.1
2025-04-29,JIOFIN,257.5
2025-04-29,TCS,3463.1
2025-04-30,ADANIGREEN,895.65
2025-04-30,AXISBANK,1183.5
2025-04-30,JIOFIN,259.08
2025-04-30,TCS,3432.0
2025-05-02,ADANIGREEN,905.05
2025-05-02,AXISBANK,1180.6
2025-05-02,BAJFINANCE,850.0
2025-05-02,JIOFIN,258.35
2025-05-02,JSWSTEEL,950.0
2025-05-02,KOTAKBANK,381.8
2025-05-02,NIFTY 50,23686.75
2025-05-02,NIFTY BANK,50299.9
2025-05-02,ONGC,249.15
2025-05-02,TATAPOWER,366.35
2025-05-02,TATASTEEL,131.28
2025-05-02,TCS,3438.0
2025-05-02,TITAN,3490.0
2025-05-02,WIPRO,308.8
2025-05-03,BAJFINANCE,830.0
2025-05-03,JSWSTEEL,1008.0
2025-05-03,KOTAKBANK,387.4
2025-05-03,NIFTY 50,22346.65
2025-05-03,NIFTY BANK,48506.15
2025-05-03,ONGC,218.7
2025-05-03,TATAPOWER,351.7
2025-05-03,TATASTEEL,142.36
2025-05-03,TITAN,3092.15
2025-05-03,WIPRO,277.45
2025-05-05,ADANIGREEN,970.0
2025-05-05,AXISBANK,1174.1
2025-05-05,BAJFINANCE,894.0
2025-05-05,JIOFIN,260.45
2025-05-05,JSWSTEEL,955.2
2025-05-05,KOTAKBANK,417.0
2025-05-05,NIFTY 50,24459.5
2025-05-05,NIFTY BANK,54907.2
2025-05-05,ONGC,228.75
2025-05-05,TATAPOWER,389.0
2025-05-05,TATASTEEL,138.86
2025-05-05,TCS,3454.6
2025-05-05,TITAN,3318.7
2025-05-05,WIPRO,237.2
2025-05-06,ADANIGREEN,921.9
2025-05-06,AXISBANK,1159.0
2025-05-06,BAJFINANCE,893.0
2025-05-06,JIOFIN,251.0
2025-05-06,JSWSTEEL,970.6
2025-05-06,KOTAKBANK,407.7
2025-05-06,NIFTY 50,24761.1
2025-05-06,NIFTY BANK,55809.75
2025-05-06,ONGC,227.1
2025-05-06,TATAPOWER,394.0
2025-05-06,TATASTEEL,154.45
2025-05-06,TCS,3451.6
2025-05-06,TITAN,3502.4
2025-05-06,WIPRO,241.95
2025-05-07,ADANIGREEN,919.0
2025-05-07,AXISBANK,1163.0
2025-05-07,JIOFIN,256.5
2025-05-07,TCS,3448.0
2025-05-08,ADANIGREEN,872.0
2025-05-08,AXISBANK,1170.0
2025-05-08,BAJFINANCE,892.3
2025-05-08,JIOFIN,250.05
2025-05-08,JSWSTEEL,1054.1
2025-05-08,KOTAKBANK,400.8
2025-05-08,NIFTY 50,24649.5
2025-05-08,NIFTY BANK,55392.5
2025-05-08,ONGC,223.45
2025-05-08,TATAPOWER,385.45
2025-05-08,TATASTEEL,159.45
2025-05-08,TCS,3430.0
2025-05-08,TITAN,3424.0
2025-05-08,WIPRO,239.25
2025-05-09,ADANIGREEN,883.9
2025-05-09,AXISBANK,1153.0
2025-05-09,BAJFINANCE,936.95
2025-05-09,JIOFIN,249.2
2025-05-09,JSWSTEEL,1071.5
2025-05-09,KOTAKBANK,387.9
2025-05-09,NIFTY 50,24743.95
2025-05-09,NIFTY BANK,54098.2
