date,company,price
2018-08-03,JSWSTEEL,289.5
2018-08-03,KOTAKBANK,216.6
2018-08-03,NIFTY 50,10236.35
2018-08-03,NIFTY BANK,24479.3
2018-08-03,ONGC,163.15
2018-08-03,TATAPOWER,79.45
2018-08-03,TATASTEEL,58.63
2018-08-03,TCS,1978.0
2018-08-03,TITAN,816.9
2018-08-03,WIPRO,102.4
2018-08-05,BAJFINANCE,187.5
2018-08-05,JSWSTEEL,323.05
2018-08-05,KOTAKBANK,248.4
2018-08-05,NIFTY 50,10714.3
2018-08-05,NIFTY BANK,26090.6
2018-08-05,ONGC,165.3
2018-08-05,TATAPOWER,83.95
2018-08-05,TATASTEEL,54.48
2018-08-05,TITAN,974.8
2018-08-05,WIPRO,98.1
2018-08-06,ADANIGREEN,73.3
2018-08-06,AXISBANK,595.9
2018-08-06,BAJFINANCE,221.0
2018-08-06,JSWSTEEL,343.3
2018-08-06,KOTAKBANK,263.0
2018-08-06,NIFTY 50,10759.35
2018-08-06,NIFTY BANK,26447.2
2018-08-06,ONGC,156.35
2018-08-06,TATAPOWER,77.9
2018-08-06,TATASTEEL,55.11
2018-08-06,TCS,1976.45
2018-08-06,TITAN,895.0
2018-08-06,WIPRO,94.85
2018-08-07,ADANIGREEN,69.65
2018-08-07,AXISBANK,591.8
2018-08-07,TCS,1969.0
2018-08-08,ADANIGREEN,66.2
2018-08-08,AXISBANK,595.8
2018-08-08,BAJFINANCE,281.0
2018-08-08,JSWSTEEL,343.0
2018-08-08,KOTAKBANK,257.8
2018-08-08,NIFTY 50,11455.2
2018-08-08,NIFTY BANK,28066.1
2018-08-08,ONGC,156.15
2018-08-08,TATAPOWER,69.5
2018-08-08,TATASTEEL,52.87
2018-08-08,TCS,1975.0
2018-08-08,TITAN,935.9
2018-08-08,WIPRO,99.85
2018-08-09,ADANIGREEN,62.9
2018-08-09,AXISBANK,621.05
2018-08-09,TCS,1978.0
2018-08-10,ADANIGREEN,66.0
2018-08-10,AXISBANK,616.75
2018-08-10,BAJFINANCE,196.0
2018-08-10,JSWSTEEL,379.0
2018-08-10,KOTAKBANK,220.6
2018-08-10,NIFTY 50,10352.75
2018-08-10,NIFTY BANK,24624.9
2018-08-10,ONGC,135.6
2018-08-10,TATAPOWER,61.75
2018-08-10,TATASTEEL,51.5
2018-08-10,TCS,1992.0
2018-08-10,TITAN,813.45
2018-08-10,WIPRO,114.05
2018-08-13,ADANIGREEN,62.7
2018-08-13,AXISBANK,605.5
2018-08-13,TCS,1999.5
2018-08-14,ADANIGREEN,59.6
2018-08-14,AXISBANK,618.45
2018-08-14,TCS,2000.0
2018-08-16,ADANIGREEN,56.65
2018-08-16,AXISBANK,625.3
2018-08-16,TCS,2009.1
2018-08-17,ADANIGREEN,54.9
2018-08-17,AXISBANK,627.1
2018-08-17,TCS,2010.0
2018-08-20,ADANIGREEN,57.4
2018-08-20,AXISBANK,624.1
2018-08-20,TCS,2014.15
2018-08-21,ADANIGREEN,57.05
2018-08-21,AXISBANK,637.0
2018-08-21,TCS,2015.0
2018-08-23,ADANIGREEN,57.3
2018-08-23,AXISBANK,633.5
2018-08-23,TCS,2033.9
2018-08-24,ADANIGREEN,55.0
2018-08-24,AXISBANK,638.7
2018-08-24,TCS,2042.0
2018-08-27,ADANIGREEN,55.1
2018-08-27,AXISBANK,648.0
2018-08-27,TCS,2050.05
2018-08-28,ADANIGREEN,58.25
2018-08-28,AXISBANK,659.35
2018-08-28,TCS,2069.95
2018-08-29,ADANIGREEN,61.15
2018-08-29,AXISBANK,655.5
2018-08-29,TCS,2073.25
2018-08-30,ADANIGREEN,59.2
2018-08-30,AXISBANK,649.55
2018-08-30,TCS,2083.0
2018-08-31,ADANIGREEN,57.15
2018-08-31,AXISBANK,649.3
2018-08-31,TCS,2078.0
2018-09-01,BAJFINANCE,181.0
2018-09-01,JSWSTEEL,283.5
2018-09-01,KOTAKBANK,202.0
2018-09-01,NIFTY 50,10628.3
2018-09-01,NIFTY BANK,25688.0
2018-09-01,ONGC,177.9
2018-09-01,TATAPOWER,98.9
2018-09-01,TATASTEEL,71.78
2018-09-01,TITAN,932.0
2018-09-01,WIPRO,113.45
2018-09-02,BAJFINANCE,164.0
2018-09-02,JSWSTEEL,308.95
2018-09-02,KOTAKBANK,207.2
2018-09-02,NIFTY 50,10466.8
2018-09-02,NIFTY BANK,25494.7
2018-09-02,ONGC,169.65
2018-09-02,TATAPOWER,85.05
2018-09-02,TATASTEEL,63.37
2018-09-02,TITAN,796.05
2018-09-02,WIPRO,102.5
2018-09-03,ADANIGREEN,56.2
2018-09-03,AXISBANK,630.7
2018-09-03,BAJFINANCE,166.0
2018-09-03,JSWSTEEL,292.8
2018-09-03,KOTAKBANK,216.0
2018-09-03,NIFTY 50,10229.8
2018-09-03,NIFTY BANK,24290.25
2018-09-03,ONGC,162.65
2018-09-03,TATAPOWER,80.0
2018-09-03,TATASTEEL,56.34
2018-09-03,TCS,2050.0
2018-09-03,TITAN,818.6
2018-09-03,WIPRO,102.55
2018-09-04,ADANIGREEN,53.9
2018-09-04,AXISBANK,642.75
2018-09-04,BAJFINANCE,194.0
2018-09-04,JSWSTEEL,309.4
2018-09-04,KOTAKBANK,223.2
2018-09-04,NIFTY 50,10373.35
2018-09-04,NIFTY BANK,25074.1
2018-09-04,ONGC,161.5
2018-09-04,TATAPOWER,85.0
2018-09-04,TATASTEEL,53.65
2018-09-04,TCS,2100.0
2018-09-04,TITAN,959.5
2018-09-04,WIPRO,102.2
2018-09-05,ADANIGREEN,52.4
2018-09-05,AXISBANK,637.0
2018-09-05,BAJFINANCE,185.0
2018-09-05,JSWSTEEL,321.8
2018-09-05,KOTAKBANK,250.7
2018-09-05,NIFTY 50,10748.55
2018-09-05,NIFTY BANK,26155.5
2018-09-05,ONGC,165.05
2018-09-05,TATAPOWER,82.95
2018-09-05,TATASTEEL,55.55
2018-09-05,TCS,2077.0
2018-09-05,TITAN,985.75
2018-09-05,WIPRO,97.35
2018-09-06,ADANIGREEN,54.85
2018-09-06,AXISBANK,637.5
2018-09-06,TCS,2074.5
2018-09-07,ADANIGREEN,55.75
2018-09-07,AXISBANK,644.7
2018-09-07,BAJFINANCE,234.5
2018-09-07,JSWSTEEL,312.1
2018-09-07,KOTAKBANK,276.8
2018-09-07,NIFTY 50,10851.05
2018-09-07,NIFTY BANK,26740.75
2018-09-07,ONGC,142.95
2018-09-07,TATAPOWER,73.6
2018-09-07,TATASTEEL,50.77
2018-09-07,TCS,2078.75
2018-09-07,TITAN,819.95
2018-09-07,WIPRO,95.2
2018-09-08,BAJFINANCE,282.5
2018-09-08,JSWSTEEL,342.8
2018-09-08,KOTAKBANK,255.6
2018-09-08,NIFTY 50,11471.1
2018-09-08,NIFTY BANK,28312.8
2018-09-08,ONGC,152.7
2018-09-08,TATAPOWER,69.85
2018-09-08,TATASTEEL,53.8
2018-09-08,TITAN,914.95
2018-09-08,WIPRO,100.05
2018-09-10,ADANIGREEN,54.2
2018-09-10,AXISBANK,651.95
2018-09-10,BAJFINANCE,206.0
2018-09-10,JSWSTEEL,370.0
2018-09-10,KOTAKBANK,222.3
2018-09-10,NIFTY 50,10291.8
2018-09-10,NIFTY BANK,24530.45
2018-09-10,ONGC,132.7
2018-09-10,TATAPOWER,61.2
2018-09-10,TATASTEEL,52.33
2018-09-10,TCS,2084.0
2018-09-10,TITAN,749.0
2018-09-10,WIPRO,115.35
2018-09-11,ADANIGREEN,53.15
2018-09-11,AXISBANK,650.5
2018-09-11,BAJFINANCE,237.5
2018-09-11,JSWSTEEL,346.7
2018-09-11,KOTAKBANK,227.6
2018-09-11,NIFTY 50,10581.55
2018-09-11,NIFTY BANK,25766.5
2018-09-11,ONGC,141.35
2018-09-11,TATAPOWER,75.95
2018-09-11,TATASTEEL,52.38
2018-09-11,TCS,2045.2
2018-09-11,TITAN,846.0
2018-09-11,WIPRO,116.45
2018-09-12,ADANIGREEN,52.5
2018-09-12,AXISBANK,636.5
2018-09-12,TCS,2045.0
2018-09-14,ADANIGREEN,55.25
2018-09-14,AXISBANK,636.65
2018-09-14,TCS,2066.0
2018-09-17,ADANIGREEN,54.2
2018-09-17,AXISBANK,624.6
2018-09-17,TCS,2072.45
2018-09-18,ADANIGREEN,53.35
2018-09-18,AXISBANK,609.0
2018-09-18,TCS,2074.0
2018-09-19,ADANIGREEN,51.7
2018-09-19,AXISBANK,610.45
2018-09-19,TCS,2076.7
2018-09-21,ADANIGREEN,49.25
2018-09-21,AXISBANK,593.4
2018-09-21,TCS,2111.9
2018-09-24,ADANIGREEN,46.8
2018-09-24,AXISBANK,596.4
2018-09-24,TCS,2208.5
2018-09-25,ADANIGREEN,44.9
2018-09-25,AXISBANK,614.0
2018-09-25,TCS,2183.1
2018-09-26,ADANIGREEN,45.3
2018-09-26,AXISBANK,617.65
2018-09-26,TCS,2147.15
2018-09-27,ADANIGREEN,42.95
2018-09-27,AXISBANK,601.1
2018-09-27,TCS,2185.0
2018-09-28,ADANIGREEN,40.85
2018-09-28,AXISBANK,616.4
2018-09-28,TCS,2186.0
2018-10-01,ADANIGREEN,38.85
2018-10-01,AXISBANK,592.85
2018-10-01,BAJFINANCE,180.0
2018-10-01,JSWSTEEL,282.1
2018-10-01,KOTAKBANK,200.4
2018-10-01,NIFTY 50,10625.4
2018-10-01,NIFTY BANK,25590.15
2018-10-01,ONGC,178.95
2018-10-01,TATAPOWER,98.3
2018-10-01,TATASTEEL,72.12
2018-10-01,TCS,2252.4
2018-10-01,TITAN,915.0
2018-10-01,WIPRO,117.25
2018-10-03,ADANIGREEN,37.25
2018-10-03,AXISBANK,571.95
2018-10-03,TCS,2157.0
2018-10-04,ADANIGREEN,35.4
2018-10-04,AXISBANK,583.85
2018-10-04,BAJFINANCE,192.0
2018-10-04,JSWSTEEL,311.8
2018-10-04,KOTAKBANK,222.8
2018-10-04,NIFTY 50,10401.35
2018-10-04,NIFTY BANK,25227.8
2018-10-04,ONGC,162.6
2018-10-04,TATAPOWER,86.85
2018-10-04,TATASTEEL,55.46
2018-10-04,TCS,2063.0
2018-10-04,TITAN,960.0
2018-10-04,WIPRO,102.7
2018-10-05,ADANIGREEN,33.65
2018-10-05,AXISBANK,570.65
2018-10-05,BAJFINANCE,183.5
2018-10-05,JSWSTEEL,320.0
2018-10-05,KOTAKBANK,249.0
2018-10-05,NIFTY 50,10710.35
2018-10-05,NIFTY BANK,26062.7
2018-10-05,ONGC,169.95
2018-10-05,TATAPOWER,81.6
2018-10-05,TATASTEEL,54.48
2018-10-05,TCS,2100.0
2018-10-05,TITAN,981.0
2018-10-05,WIPRO,97.25
2018-10-07,BAJFINANCE,236.5
2018-10-07,JSWSTEEL,317.2
2018-10-07,KOTAKBANK,274.2
2018-10-07,NIFTY 50,10947.1
2018-10-07,NIFTY BANK,26892.3
2018-10-07,ONGC,142.8
2018-10-07,TATAPOWER,72.95
2018-10-07,TATASTEEL,52.09
2018-10-07,TITAN,831.65
2018-10-07,WIPRO,97.55
2018-10-08,ADANIGREEN,32.0
2018-10-08,AXISBANK,556.7
2018-10-08,BAJFINANCE,281.5
2018-10-08,JSWSTEEL,340.25
2018-10-08,KOTAKBANK,257.6
2018-10-08,NIFTY 50,11421.3
2018-10-08,NIFTY BANK,28107.05
2018-10-08,ONGC,152.75
2018-10-08,TATAPOWER,69.25
2018-10-08,TATASTEEL,52.67
2018-10-08,TCS,2077.4
2018-10-08,TITAN,916.85
2018-10-08,WIPRO,100.0
2018-10-09,ADANIGREEN,30.4
2018-10-09,AXISBANK,549.8
2018-10-09,BAJFINANCE,261.0
2018-10-09,JSWSTEEL,399.5
2018-10-09,KOTAKBANK,245.6
2018-10-09,NIFTY 50,11439.5
2018-10-09,NIFTY BANK,27209.25
2018-10-09,ONGC,152.1
2018-10-09,TATAPOWER,73.95
2018-10-09,TATASTEEL,56.43
2018-10-09,TCS,2095.9
2018-10-09,TITAN,856.05
2018-10-09,WIPRO,116.8
2018-10-10,ADANIGREEN,31.9
2018-10-10,AXISBANK,588.8
2018-10-10,BAJFINANCE,226.0
2018-10-10,JSWSTEEL,376.4
2018-10-10,KOTAKBANK,228.0
2018-10-10,NIFTY 50,10462.7
2018-10-10,NIFTY BANK,25316.3
2018-10-10,ONGC,134.35
2018-10-10,TATAPOWER,65.2
2018-10-10,TATASTEEL,53.11
2018-10-10,TCS,2044.0
2018-10-10,TITAN,790.0
2018-10-10,WIPRO,113.9
2018-10-11,ADANIGREEN,33.45
2018-10-11,AXISBANK,582.3
2018-10-11,TCS,1995.0
2018-10-12,ADANIGREEN,35.1
2018-10-12,AXISBANK,584.6
2018-10-12,BAJFINANCE,239.5
2018-10-12,JSWSTEEL,292.5
2018-10-12,KOTAKBANK,240.3
2018-10-12,NIFTY 50,10477.3
2018-10-12,NIFTY BANK,26099.35
2018-10-12,ONGC,123.9
2018-10-12,TATAPOWER,77.8
2018-10-12,TATASTEEL,45.54
2018-10-12,TCS,1920.0
2018-10-12,TITAN,907.0
2018-10-12,WIPRO,116.85
2018-10-15,ADANIGREEN,36.85
2018-10-15,AXISBANK,577.0
2018-10-15,TCS,1954.6
2018-10-16,ADANIGREEN,38.65
2018-10-16,AXISBANK,587.0
2018-10-16,TCS,1963.05
2018-10-17,ADANIGREEN,39.6
2018-10-17,AXISBANK,576.0
2018-10-17,TCS,1930.0
2018-10-19,ADANIGREEN,37.4
2018-10-19,AXISBANK,562.55
2018-10-19,TCS,1915.7
2018-10-22,ADANIGREEN,35.7
2018-10-22,AXISBANK,562.0
2018-10-22,TCS,1900.25
2018-10-23,ADANIGREEN,35.5
2018-10-23,AXISBANK,566.3
2018-10-23,TCS,1847.75
2018-10-24,ADANIGREEN,37.0
2018-10-24,AXISBANK,565.4
2018-10-24,TCS,1865.5
2018-10-25,ADANIGREEN,36.75
2018-10-25,AXISBANK,561.2
2018-10-25,TCS,1844.15
2018-10-26,ADANIGREEN,36.05
2018-10-26,AXISBANK,535.75
2018-10-26,TCS,1796.0
2018-10-29,ADANIGREEN,38.0
2018-10-29,AXISBANK,565.0
2018-10-29,TCS,1866.0
2018-10-30,ADANIGREEN,38.95
2018-10-30,AXISBANK,565.0
2018-10-30,TCS,1894.8
2018-10-31,ADANIGREEN,39.55
2018-10-31,AXISBANK,579.5
2018-10-31,TCS,1934.6
2018-11-01,ADANIGREEN,40.9
2018-11-01,AXISBANK,605.35
2018-11-01,BAJFINANCE,178.0
2018-11-01,JSWSTEEL,282.0
2018-11-01,KOTAKBANK,203.6
2018-11-01,NIFTY 50,10650.4
2018-11-01,NIFTY BANK,25658.4
2018-11-01,ONGC,178.5
2018-11-01,TATAPOWER,99.65
2018-11-01,TATASTEEL,71.63
2018-11-01,TCS,1928.0
2018-11-01,TITAN,905.4
2018-11-01,WIPRO,115.2
2018-11-02,ADANIGREEN,41.3
2018-11-02,AXISBANK,617.3
2018-11-02,TCS,1912.4
2018-11-04,BAJFINANCE,192.0
2018-11-04,JSWSTEEL,311.5
2018-11-04,KOTAKBANK,224.6
2018-11-04,NIFTY 50,10414.05
2018-11-04,NIFTY BANK,25095.4
2018-11-04,ONGC,164.35
2018-11-04,TATAPOWER,87.05
2018-11-04,TATASTEEL,55.9
2018-11-04,TITAN,981.4
2018-11-04,WIPRO,102.8
2018-11-05,ADANIGREEN,43.35
2018-11-05,AXISBANK,623.1
2018-11-05,BAJFINANCE,186.0
2018-11-05,JSWSTEEL,323.65
2018-11-05,KOTAKBANK,253.0
2018-11-05,NIFTY 50,10798.55
2018-11-05,NIFTY BANK,26408.45
2018-11-05,ONGC,169.65
2018-11-05,TATAPOWER,81.3
2018-11-05,TATASTEEL,55.7
2018-11-05,TCS,1890.85
2018-11-05,TITAN,958.0
2018-11-05,WIPRO,97.9
2018-11-06,ADANIGREEN,43.5
2018-11-06,AXISBANK,608.1
2018-11-06,BAJFINANCE,225.0
2018-11-06,JSWSTEEL,341.55
2018-11-06,KOTAKBANK,265.0
2018-11-06,NIFTY 50,10781.95
2018-11-06,NIFTY BANK,26457.35
2018-11-06,ONGC,156.55
2018-11-06,TATAPOWER,78.3
2018-11-06,TATASTEEL,53.84
2018-11-06,TCS,1930.55
2018-11-06,TITAN,902.0
2018-11-06,WIPRO,95.15
2018-11-07,ADANIGREEN,45.25
2018-11-07,AXISBANK,605.0
2018-11-07,BAJFINANCE,235.5
2018-11-07,JSWSTEEL,313.65
2018-11-07,KOTAKBANK,277.6
2018-11-07,NIFTY 50,10942.2
2018-11-07,NIFTY BANK,26814.5
2018-11-07,ONGC,142.8
2018-11-07,TATAPOWER,71.9
2018-11-07,TATASTEEL,50.86
2018-11-07,TCS,1941.0
2018-11-07,TITAN,811.9
2018-11-07,WIPRO,97.75
2018-11-09,ADANIGREEN,45.05
2018-11-09,AXISBANK,611.65
2018-11-09,BAJFINANCE,260.0
2018-11-09,JSWSTEEL,394.05
2018-11-09,KOTAKBANK,241.1
2018-11-09,NIFTY 50,11282.0
2018-11-09,NIFTY BANK,26787.4
2018-11-09,ONGC,151.65
2018-11-09,TATAPOWER,74.25
2018-11-09,TATASTEEL,54.09
2018-11-09,TCS,1908.0
2018-11-09,TITAN,818.6
2018-11-09,WIPRO,116.45
2018-11-10,BAJFINANCE,217.0
2018-11-10,JSWSTEEL,360.9
2018-11-10,KOTAKBANK,223.6
2018-11-10,NIFTY 50,10248.3
2018-11-10,NIFTY BANK,24818.7
2018-11-10,ONGC,137.95
2018-11-10,TATAPOWER,62.4
2018-11-10,TATASTEEL,50.62
2018-11-10,TITAN,780.0
2018-11-10,WIPRO,112.65
2018-11-12,ADANIGREEN,43.0
2018-11-12,AXISBANK,607.95
2018-11-12,BAJFINANCE,243.0
2018-11-12,JSWSTEEL,301.7
2018-11-12,KOTAKBANK,247.7
2018-11-12,NIFTY 50,10557.9
2018-11-12,NIFTY BANK,26222.55
2018-11-12,ONGC,125.5
2018-11-12,TATAPOWER,79.2
2018-11-12,TATASTEEL,45.64
2018-11-12,TCS,1916.9
2018-11-12,TITAN,931.6
2018-11-12,WIPRO,118.2
2018-11-13,ADANIGREEN,42.1
2018-11-13,AXISBANK,619.0
2018-11-13,TCS,1936.2
2018-11-14,ADANIGREEN,42.6
2018-11-14,AXISBANK,610.6
2018-11-14,TCS,1880.7
2018-11-15,ADANIGREEN,43.6
2018-11-15,AXISBANK,623.95
2018-11-15,TCS,1877.0
2018-11-16,ADANIGREEN,42.2
2018-11-16,AXISBANK,617.55
2018-11-16,TCS,1889.0
2018-11-19,ADANIGREEN,41.2
2018-11-19,AXISBANK,617.6
2018-11-19,TCS,1902.0
2018-11-20,ADANIGREEN,41.45
2018-11-20,AXISBANK,610.0
2018-11-20,TCS,1879.7
2018-11-21,ADANIGREEN,43.5
2018-11-21,AXISBANK,625.75
2018-11-21,TCS,1813.0
2018-11-22,ADANIGREEN,45.65
2018-11-22,AXISBANK,614.55
2018-11-22,TCS,1816.2
2018-11-26,ADANIGREEN,47.9
2018-11-26,AXISBANK,632.0
2018-11-26,TCS,1846.0
2018-11-27,ADANIGREEN,49.5
2018-11-27,AXISBANK,624.0
2018-11-27,TCS,1895.5
2018-11-28,ADANIGREEN,49.05
2018-11-28,AXISBANK,626.6
2018-11-28,TCS,1985.0
2018-11-29,ADANIGREEN,47.7
2018-11-29,AXISBANK,629.5
2018-11-29,TCS,1969.0
2018-11-30,ADANIGREEN,46.4
2018-11-30,AXISBANK,624.8
2018-11-30,TCS,1974.8
2018-12-01,BAJFINANCE,176.5
2018-12-01,JSWSTEEL,286.85
2018-12-01,KOTAKBANK,203.5
2018-12-01,NIFTY 50,10667.3
2018-12-01,NIFTY BANK,25721.9
2018-12-01,ONGC,180.8
2018-12-01,TATAPOWER,98.8
2018-12-01,TATASTEEL,71.53
2018-12-01,TITAN,901.95
2018-12-01,WIPRO,115.0
2018-12-02,BAJFINANCE,164.0
2018-12-02,JSWSTEEL,311.3
2018-12-02,KOTAKBANK,208.6
2018-12-02,NIFTY 50,10535.1
2018-12-02,NIFTY BANK,25723.55
2018-12-02,ONGC,172.9
2018-12-02,TATAPOWER,86.6
2018-12-02,TATASTEEL,66.21
2018-12-02,TITAN,808.0
2018-12-02,WIPRO,103.85
2018-12-03,ADANIGREEN,45.7
2018-12-03,AXISBANK,625.0
2018-12-03,BAJFINANCE,166.5
2018-12-03,JSWSTEEL,299.1
2018-12-03,KOTAKBANK,219.5
2018-12-03,NIFTY 50,10423.55
2018-12-03,NIFTY BANK,24679.6
2018-12-03,ONGC,166.3
2018-12-03,TATAPOWER,80.65
2018-12-03,TATASTEEL,57.41
2018-12-03,TCS,1984.0
2018-12-03,TITAN,829.9
2018-12-03,WIPRO,104.5
2018-12-04,ADANIGREEN,45.0
2018-12-04,AXISBANK,623.8
2018-12-04,BAJFINANCE,193.0
2018-12-04,JSWSTEEL,307.75
2018-12-04,KOTAKBANK,227.1
2018-12-04,NIFTY 50,10454.15
2018-12-04,NIFTY BANK,25165.2
2018-12-04,ONGC,164.15
2018-12-04,TATAPOWER,87.6
2018-12-04,TATASTEEL,54.92
2018-12-04,TCS,2009.85
2018-12-04,TITAN,976.6
2018-12-04,WIPRO,103.65
2018-12-05,ADANIGREEN,47.0
2018-12-05,AXISBANK,614.9
2018-12-05,TCS,2003.9
2018-12-06,ADANIGREEN,45.25
2018-12-06,AXISBANK,599.0
2018-12-06,BAJFINANCE,226.0
2018-12-06,JSWSTEEL,340.65
2018-12-06,KOTAKBANK,266.1
2018-12-06,NIFTY 50,10852.35
2018-12-06,NIFTY BANK,26635.25
2018-12-06,ONGC,155.0
2018-12-06,TATAPOWER,77.7
2018-12-06,TATASTEEL,53.11
2018-12-06,TCS,1990.0
2018-12-06,TITAN,904.4
2018-12-06,WIPRO,95.95
2018-12-07,ADANIGREEN,44.2
2018-12-07,AXISBANK,604.5
2018-12-07,BAJFINANCE,242.0
2018-12-07,JSWSTEEL,316.7
2018-12-07,KOTAKBANK,277.7
2018-12-07,NIFTY 50,11015.3
2018-12-07,NIFTY BANK,26972.85
2018-12-07,ONGC,143.3
2018-12-07,TATAPOWER,69.5
2018-12-07,TATASTEEL,50.77
2018-12-07,TCS,1999.85
2018-12-07,TITAN,809.0
2018-12-07,WIPRO,100.15
2018-12-09,BAJFINANCE,259.0
2018-12-09,JSWSTEEL,400.0
2018-12-09,KOTAKBANK,246.4
2018-12-09,NIFTY 50,11370.2
2018-12-09,NIFTY BANK,26869.2
2018-12-09,ONGC,152.3
2018-12-09,TATAPOWER,73.9
2018-12-09,TATASTEEL,55.65
2018-12-09,TITAN,824.9
2018-12-09,WIPRO,117.95
2018-12-10,ADANIGREEN,41.35
2018-12-10,AXISBANK,590.55
2018-12-10,BAJFINANCE,228.5
2018-12-10,JSWSTEEL,380.0
2018-12-10,KOTAKBANK,233.2
2018-12-10,NIFTY 50,10465.2
2018-12-10,NIFTY BANK,25348.7
2018-12-10,ONGC,142.3
2018-12-10,TATAPOWER,69.55
2018-12-10,TATASTEEL,52.96
2018-12-10,TCS,1960.25
2018-12-10,TITAN,804.7
2018-12-10,WIPRO,113.65
2018-12-11,ADANIGREEN,43.95
2018-12-11,AXISBANK,603.9
2018-12-11,BAJFINANCE,228.0
2018-12-11,JSWSTEEL,343.85
2018-12-11,KOTAKBANK,230.6
2018-12-11,NIFTY 50,10479.55
2018-12-11,NIFTY BANK,25532.6
2018-12-11,ONGC,141.0
2018-12-11,TATAPOWER,74.25
2018-12-11,TATASTEEL,53.55
2018-12-11,TCS,1997.05
2018-12-11,TITAN,898.4
2018-12-11,WIPRO,116.65
2018-12-12,ADANIGREEN,45.0
2018-12-12,AXISBANK,622.0
2018-12-12,BAJFINANCE,248.5
2018-12-12,JSWSTEEL,302.6
2018-12-12,KOTAKBANK,246.8
2018-12-12,NIFTY 50,10736.9
2018-12-12,NIFTY BANK,26623.35
2018-12-12,ONGC,128.75
2018-12-12,TATAPOWER,78.85
2018-12-12,TATASTEEL,47.35
2018-12-12,TCS,2016.5
2018-12-12,TITAN,929.5
2018-12-12,WIPRO,118.8
2018-12-13,ADANIGREEN,44.3
2018-12-13,AXISBANK,618.9
2018-12-13,TCS,1981.95
2018-12-14,ADANIGREEN,44.3
2018-12-14,AXISBANK,620.3
2018-12-14,TCS,1989.0
2018-12-17,ADANIGREEN,44.65
2018-12-17,AXISBANK,616.5
2018-12-17,TCS,1992.9
2018-12-18,ADANIGREEN,44.35
2018-12-18,AXISBANK,618.8
2018-12-18,TCS,1987.9
2018-12-19,ADANIGREEN,44.05
2018-12-19,AXISBANK,640.0
2018-12-19,TCS,1970.8
2018-12-20,ADANIGREEN,44.0
2018-12-20,AXISBANK,633.3
2018-12-20,TCS,1955.0
2018-12-21,ADANIGREEN,42.5
2018-12-21,AXISBANK,621.65
2018-12-21,TCS,1905.0
2018-12-24,ADANIGREEN,42.15
2018-12-24,AXISBANK,614.2
2018-12-24,TCS,1922.0
2018-12-26,ADANIGREEN,41.35
2018-12-26,AXISBANK,619.5
2018-12-26,TCS,1892.0
2018-12-27,ADANIGREEN,41.9
2018-12-27,AXISBANK,616.4
2018-12-27,TCS,1909.1
2018-12-28,ADANIGREEN,41.75
2018-12-28,AXISBANK,625.8
2018-12-28,TCS,1897.0
2018-12-31,ADANIGREEN,41.95
2018-12-31,AXISBANK,619.9
2018-12-31,TCS,1894.75
2019-01-01,ADANIGREEN,41.25
2019-01-01,AXISBANK,627.9
2019-01-01,BAJFINANCE,265.0
2019-01-01,JSWSTEEL,303.35
2019-01-01,KOTAKBANK,249.8
2019-01-01,NIFTY 50,10913.95
2019-01-01,NIFTY BANK,27411.15
2019-01-01,ONGC,134.0
2019-01-01,TATAPOWER,76.75
2019-01-01,TATASTEEL,46.86
2019-01-01,TCS,1905.9
2019-01-01,TITAN,927.0
2019-01-01,WIPRO,118.1
2019-01-02,ADANIGREEN,40.9
2019-01-02,AXISBANK,619.45
2019-01-02,BAJFINANCE,263.0
2019-01-02,JSWSTEEL,274.5
2019-01-02,KOTAKBANK,251.5
2019-01-02,NIFTY 50,10892.75
2019-01-02,NIFTY BANK,27060.2
2019-01-02,ONGC,128.25
2019-01-02,TATAPOWER,71.5
2019-01-02,TATASTEEL,42.9
2019-01-02,TCS,1919.0
2019-01-02,TITAN,991.8
2019-01-02,WIPRO,133.55
2019-01-03,ADANIGREEN,40.75
2019-01-03,AXISBANK,609.0
2019-01-03,BAJFINANCE,266.0
2019-01-03,JSWSTEEL,282.15
2019-01-03,KOTAKBANK,244.9
2019-01-03,NIFTY 50,10861.65
2019-01-03,NIFTY BANK,27022.95
2019-01-03,ONGC,135.1
2019-01-03,TATAPOWER,67.2
2019-01-03,TATASTEEL,46.08
2019-01-03,TCS,1901.0
2019-01-03,TITAN,1022.0
2019-01-03,WIPRO,135.2
2019-01-04,ADANIGREEN,40.8
2019-01-04,AXISBANK,620.0
2019-01-04,BAJFINANCE,299.5
2019-01-04,JSWSTEEL,292.3
2019-01-04,KOTAKBANK,267.6
2019-01-04,NIFTY 50,11655.6
2019-01-04,NIFTY BANK,30241.75
2019-01-04,ONGC,142.7
2019-01-04,TATAPOWER,74.3
2019-01-04,TATASTEEL,48.67
2019-01-04,TCS,1882.0
2019-01-04,TITAN,1121.0
2019-01-04,WIPRO,125.0
2019-01-07,ADANIGREEN,41.2
2019-01-07,AXISBANK,637.4
2019-01-07,BAJFINANCE,369.0
2019-01-07,JSWSTEEL,274.8
2019-01-07,KOTAKBANK,296.7
2019-01-07,NIFTY 50,11864.55
2019-01-07,NIFTY BANK,31360.65
2019-01-07,ONGC,145.7
2019-01-07,TATAPOWER,71.0
2019-01-07,TATASTEEL,45.98
2019-01-07,TCS,1898.0
2019-01-07,TITAN,1323.2
2019-01-07,WIPRO,134.75
2019-01-08,ADANIGREEN,40.7
